header_update,time,theta
28:14.2,267.3650255,-31.96
28:14.3,265.1648676,-31.96
28:14.3,264.1106252,-31.09
28:14.3,262.6152054,-29.43
28:14.4,261.2114588,-31.56
28:14.4,259.3665347,-29.28
28:14.5,259.9795995,-29.43
28:14.5,262.0021405,-31.65
28:14.6,265.5201014,-30.72
28:14.6,269.5594538,-32.6
28:14.7,271.9314991,-29.5
28:14.7,274.5728345,-28.69
28:14.8,278.4402997,-30.53
28:14.8,280.3711674,-33.31
28:14.9,281.6889704,-30.75
28:14.9,281.5113534,-9.56
28:15.0,281.9525309,-23.73
28:15.0,282.3020352,-23.73
28:15.1,279.7581026,14.65
28:15.1,281.8665873,-12.84
28:15.2,281.3394661,-4.21
28:15.2,282.2160915,-3.76
28:15.2,282.1301479,-0.94
28:15.3,279.9299899,-2.55
28:15.3,279.6664293,-3.29
28:15.4,281.774914,-8.4
28:15.4,281.5113534,12.31
28:15.5,281.6030267,-18.53
28:15.5,282.3937084,0.85
28:15.6,281.4254098,-1.71
28:15.6,282.7432127,-1.71
28:15.7,283.0984465,-6.01
28:15.7,279.9299899,11.03
28:15.8,282.4796521,-18.08
28:15.8,282.3020352,-4.69
28:15.8,281.1618492,14.66
28:15.9,282.4796521,-25.5
28:15.9,282.0384746,1.84
28:16.0,280.3711674,14.06
28:16.0,281.5113534,-18.98
28:16.1,283.0984465,-1.72
28:16.1,280.9842323,7.04
28:16.2,281.6889704,-11.93
28:16.2,281.6030267,-11.93
28:16.3,281.1618492,8.56
28:16.3,282.3937084,-16.8
28:16.4,280.9842323,6.69
28:16.4,281.2477929,-2.86
28:16.5,282.657269,-11.53
28:16.5,280.1935505,7.65
28:16.5,281.6030267,-22.84
28:16.6,280.8123449,14.47
28:16.6,281.4254098,-17.82
28:16.7,282.657269,-9.42
28:16.7,280.8982886,0.85
28:16.8,282.3020352,-25.68
28:16.8,282.0384746,4.76
28:16.9,280.4571111,-5.1
28:16.9,281.6030267,-5.1
28:17.0,281.6030267,-20.99
28:17.0,280.3711674,2.83
28:17.1,281.9525309,-10.47
28:17.1,281.774914,-16.37
28:17.2,280.2852238,3.37
28:17.2,282.3937084,-22.23
28:17.3,281.6889704,-2.85
28:17.3,280.7206717,-16.02
28:17.3,281.8665873,-14.58
28:17.4,280.1935505,-7.61
28:17.4,282.1301479,-7.61
28:17.5,281.1618492,-20.94
28:17.5,282.3020352,-21.94
28:17.6,280.8982886,-21.94
28:17.6,281.8665873,-0.85
28:17.7,282.2160915,-24.68
28:17.7,280.8123449,10.44
28:17.8,282.9208296,-18.13
28:17.8,280.9842323,6.66
28:17.9,282.3020352,-1.42
28:17.9,283.0067733,0.23
28:18.0,280.634728,2.85
28:18.0,282.3937084,-13.93
28:18.1,280.5487843,4.71
28:18.1,281.9525309,-21.04
28:18.1,280.7206717,2.86
28:18.2,281.0759055,2.86
28:18.2,281.5113534,-23.07
28:18.3,280.7206717,-7.61
28:18.3,281.774914,-21.89
28:18.4,280.5487843,-14.2
28:18.4,281.6889704,-24.77
28:18.5,280.634728,-23.5
28:18.5,280.9842323,-28.86
28:18.6,280.8123449,-31.33
28:18.6,280.5487843,-30.35
